audio_segments/segment_1.wav|Олон жилийн хойно хурандаа Аурелиано Буэндиа гэгчийн бие Макондогийн оршуулгы газрын хайсны дэргэд буудуулах гэж зогсохдоо, тэр жилийн нэгэн үдэш мөс үзүүлэхээр цыганууд дээр эцгийнхээ дагуулж очсоныг санаж авай.
audio_segments/segment_2.wav|Тэгэхэд Макондо хулс, шавраар барьсан хориод навтгар овоохой бүхий жижигхэн суурин байж, хаяагаар нь галавын үеийн амьтны өндөг шиг асар том мөлгөр цагаан чулуун дундуур тунгалаг уст гол мяралзанхан урсдаг байлаа.
audio_segments/segment_3.wav|Ертөнц шинэхэн учир олон юмс нэр усгүй, тэдгээрийг дурдах болбол хуруугаараа заан ярилцдаг байвай.
audio_segments/segment_4.wav|Жил бүрийн гуравдугаар сард суурины захад ноорхой цыганы нэгэн овог асар майхнааа шаан бууж, шүглийн шийхнэх, бөмбөрийн пижгэнэх дуунаа эрдэмт хүмүүсийн сүүлийн үеийн бүтээлийг макондогийнхонд үзүүлдэг байлаа.
audio_segments/segment_5.wav|Эхлээд цыган нар соронзон гүр авчрав.
audio_segments/segment_6.wav|Мельикадес гэдэг бавгар сахалтай, шувууны савар шиг мойног хуруутай лүглэгэр цыган Мекедоны рилү бүтээгчдийн бүтээсэн, ертөнцийн найм дахь гайхамшиг гэж өөрийн нэрлэсэн зүйлийн идийг олонд чадал заан үзүүлэв.
audio_segments/segment_7.wav|Тэрвээр хоёр төмөр саваа барьж, айл айлаар ороход төмпөн хувин, хайч, хоовон байрнаасаа ховх хонх үсэрч, хадаас шураг хүчтэй татахын аяыг даахгүй цуурч байгаа банзнаас суга суга үсрэх гэж тэмүүлэн байхыг улс хиртхийн үзжээ.
audio_segments/segment_8.wav|Олдохоосоо огт өнгөрсөн гэж байсан юмс яг эрээд ядчихсан тэр газраас нь гарч Мелькиадесийн шидэт савааны араас хуйлран дагана.
audio_segments/segment_9.wav|Тэр цыган испани хэлээр их л хазгай муруй дуудаж, “Эд бараа гэдэг бас амьтай байдаг юм. Гагцхүү тэр юмсыг сэтгэлийг хөдөлгөж чадах хэрэгтэй” хэмээн сүртэй гэгч өгүүлнэ.
audio_segments/segment_10.wav|Суут байгаль эхийн бүтээн чадахыг сэтгэлдээ төсөөлөхөөр үл барам түүнээс ч хол давж, ид шид, илбэ жилбийн гайхамшгаас хэтийдсэн юмыг ч төсөөлөн сэтгэж улмаар ургуулан бодох үзэмжийн чадвартай Хосе Аркадио Буэндиа, хараахан ашиг тусаа өгөөгүй байгаа шинжлэх ухааны тэр нээлтийг газрын хэвлээс алт гаргаж авахад зохицуулж болно хэмээн боджээ.
audio_segments/segment_11.wav|Мелькиадес шударга хүн байсан болохоор “Соронзон тийм юманд хэрэг болохгүй” гэж сануулан хэлсэн боловч тэр үед Хосе Аркадио Буэндиа цыганы голч чигчид итгэлдэггүй байсан учир соронзон савааг луус, хэдэн ишгээрээ арилжин авлаа.
audio_segments/segment_12.wav|Буэндиагийн авааль гэргий Урсула Игуаран энэ хэдэн малаараа ар гэрийнхээ уначихсан ажлыг өөд татах гэсэндээ тэр арилжааг бүү хийтүгэй хэмээн хориглож ядсан болоч эр нөхөр нь “Удахгүй чамайг алтаар дараад өгнө. Хийх саваа л мэдээрэй” гэж хариулжээ.
audio_segments/segment_13.wav|Хэдэн сар хэлсэн амандаа хүрэх гэж зүтгэн, хоёр төмөр саваагаа араасаа чирэн, Мелькаидесийн зааж өгсөн тарнийг чанга дуугаар урин урьж, хавийн газар, тэр ч байтугай голын ёроолыг хүртэл нэ нэгэнгүй самнаж үзвэй.
audio_segments/segment_14.wav|Гэвч түүний газар дээр гаргаж ирсэн юм гэвэл арван тавдугаар зууны зэвэнд идэгдсэн битүү хуяг байлаа.
audio_segments/segment_15.wav|Тэр хуягийг цохиход чулуу дүүргэсэн гуа адил дүнгэнэх ажээ.
audio_segments/segment_16.wav|Хосещ Аркаио Буэндиа өөрийг нь хайгуулд дагаж явсан сууриныхаа дөрвөн хүнтэй хамт тэр хуягийг задалбал дотроос нь мах нь үгүй болсон хүний араг яс гарсныг үзсэнд хүзүүнд нь эмэгтэй хүний туг үс бүхий зэс гуу байлаа.
audio_segments/segment_17.wav|Гуравдугаар сард цыганууд дахин хүрч ирэв.
